id,question,answer,text,processed_text,sub_topic
317,What are the characteristics of data files?,"A data file can be associated with only one database. Once created a data file can""t change size. One or more data files form a logical unit of database storage called a tablespace.","What are the characteristics of data files?A data file can be associated with only one database. Once created a data file can""t change size. One or more data files form a logical unit of database storage called a tablespace.",characteristic data file ? data file associated one database . created data file '' change size . one data file form logical unit database storage called tablespace .,
318,How to define data block size?,"A data block size is specified for each ORACLE database when the database is created. A database users and allocated free database space in ORACLE datablocks. Block size is specified in INIT.ORA file and can""t be changed latter.","How to define data block size?A data block size is specified for each ORACLE database when the database is created. A database users and allocated free database space in ORACLE datablocks. Block size is specified in INIT.ORA file and can""t be changed latter.",define data block size ? data block size specified oracle database database created . database user allocated free database space oracle datablocks . block size specified init.ora file '' changed latter .,
319,What does a control file contain?,"A Control file records the physical structure of the database. It contains the following information.
Database Name
Names and locations of a database""s files and redolog files.
Time stamp of database creation.","What does a control file contain?A Control file records the physical structure of the database. It contains the following information.
Database Name
Names and locations of a database""s files and redolog files.
Time stamp of database creation.",control file contain ? control file record physical structure database . contains following information . database name name location database '' file redolog file . time stamp database creation .,
320,What is difference between unique constraint and primary key constraint?,"A column defined as UNIQUE can contain Nulls while a column defined as PRIMARY KEY can""t contain Nulls.","What is difference between unique constraint and primary key constraint?A column defined as UNIQUE can contain Nulls while a column defined as PRIMARY KEY can""t contain Nulls.",difference unique constraint primary key constraint ? column defined unique contain null column defined primary key '' contain null .,
321,What is index cluster?,A Cluster with an index on the Cluster Key.,What is index cluster?A Cluster with an index on the Cluster Key.,index cluster ? cluster index cluster key .,
322,When does a transaction end?,When it is committed or Rollbacked.,When does a transaction end?When it is committed or Rollbacked.,transaction end ? committed rollbacked .,
323,How does one create a new database?,"One can create and modify Oracle databases using the Oracle ""dbca"" (Database Configuration Assistant) utility. The dbca utility is located in the $ORACLE_HOME/bin directory. The Oracle Universal Installer (oui) normally starts it after installing the database server software. One can also create databases manually using scripts. This option, however, is falling out of fashion, as it is quite involved and error prone. Look at this example for creating and Oracle 9i database:
CONNECT SYS AS SYSDBA
ALTER SYSTEM SET DB_CREATE_FILE_DEST=""/u01/oradata/"";
ALTER SYSTEM SET DB_CREATE_ONLINE_LOG_DEST_1=""/u02/oradata/"";
ALTER SYSTEM SET DB_CREATE_ONLINE_LOG_DEST_2=""/u03/oradata/"";
CREATE DATABASE;","How does one create a new database?One can create and modify Oracle databases using the Oracle ""dbca"" (Database Configuration Assistant) utility. The dbca utility is located in the $ORACLE_HOME/bin directory. The Oracle Universal Installer (oui) normally starts it after installing the database server software. One can also create databases manually using scripts. This option, however, is falling out of fashion, as it is quite involved and error prone. Look at this example for creating and Oracle 9i database:
CONNECT SYS AS SYSDBA
ALTER SYSTEM SET DB_CREATE_FILE_DEST=""/u01/oradata/"";
ALTER SYSTEM SET DB_CREATE_ONLINE_LOG_DEST_1=""/u02/oradata/"";
ALTER SYSTEM SET DB_CREATE_ONLINE_LOG_DEST_2=""/u03/oradata/"";
CREATE DATABASE;","one create new database ? one create modify oracle database using oracledbca '' database configuration assistant ) utility . dbca utility located theoracle_home/bin directory . oracle universal installeroui ) normally start installing database server software . one also create database manually using script . option , however , falling fashion , quite involved error prone . look example creating oracle database : connect sys sysdba alter system set db_create_file_dest= '' /u/oradata/ '' ; alter system set db_create_online_log_dest_= '' /u/oradata/ '' ; alter system set db_create_online_log_dest_= '' /u/oradata/ '' ; create database ;",
324,What database block size should I use?,"Oracle recommends that your database block size match, or be multiples of your operating system block size. One can use smaller block sizes, but the performance cost is significant. Your choice should depend on the type of application you are running. If you have many small transactions as with OLTP, use a smaller block size. With fewer but larger transactions, as with a DSS application, use a larger block size. If you are using a volume manager, consider your ""operating system block size"" to be 8K. This is because volume manager products use 8K blocks (and this is not configurable).","What database block size should I use?Oracle recommends that your database block size match, or be multiples of your operating system block size. One can use smaller block sizes, but the performance cost is significant. Your choice should depend on the type of application you are running. If you have many small transactions as with OLTP, use a smaller block size. With fewer but larger transactions, as with a DSS application, use a larger block size. If you are using a volume manager, consider your ""operating system block size"" to be 8K. This is because volume manager products use 8K blocks (and this is not configurable).","database block size use ? oracle recommends database block size match , multiple operating system block size . one use smaller block size , performance cost significant . choice depend type application running . many small transaction oltp , use smaller block size . fewer larger transaction , ds application , use larger block size . using volume manager , consider youroperating system block size '' k. volume manager product use k blocksand configurable ) .",
325,What are the different approaches used by optimizer in choosing an execution plan?,Rule-based and Cost-based.,What are the different approaches used by optimizer in choosing an execution plan?Rule-based and Cost-based.,different approach used optimizer choosing execution plan ? rule-based cost-based .,
326,What does rollback do?,ROLLBACK retracts any of the changes resulting from the SQL statements in the transaction.,What does rollback do?ROLLBACK retracts any of the changes resulting from the SQL statements in the transaction.,rollback ? rollback retracts change resulting sql statement transaction .,
327,What is cost based approach to optimization?,Considering available access paths and determining the most efficient execution plan based on statistics in the data dictionary for the tables accessed by the statement and their associated clusters and indexes.,What is cost based approach to optimization?Considering available access paths and determining the most efficient execution plan based on statistics in the data dictionary for the tables accessed by the statement and their associated clusters and indexes.,cost based approach optimization ? considering available access path determining efficient execution plan based statistic data dictionary table accessed statement associated cluster index .,
328,What does commit do?,COMMIT makes permanent changes resulting from all SQL statements in the transaction. The changes made by the SQL statements of a transaction become visible to other user sessions transactions that start only after transaction is committed.,What does commit do?COMMIT makes permanent changes resulting from all SQL statements in the transaction. The changes made by the SQL statements of a transaction become visible to other user sessions transactions that start only after transaction is committed.,commit ? commit make permanent change resulting sql statement transaction . change made sql statement transaction become visible user session transaction start transaction committed .,
329,Define transaction?,A Transaction is a logical unit of work that comprises one or more SQL statements executed by a single user.,Define transaction?A Transaction is a logical unit of work that comprises one or more SQL statements executed by a single user.,define transaction ? transaction logical unit work comprises one sql statement executed single user .,
330,What is read only transaction?,A Read-Only transaction ensures that the results of each query executed in the transaction are consistent with respect to the same point in time.,What is read only transaction?A Read-Only transaction ensures that the results of each query executed in the transaction are consistent with respect to the same point in time.,read transaction ? read-only transaction ensures result query executed transaction consistent respect point time .,
331,What is a deadlock?,"Two processes wating to update the rows of a table which are locked by the other process then deadlock arises. In a database environment this will often happen because of not issuing proper row lock commands. Poor design of front-end application may cause this situation and the performance of server will reduce drastically.
These locks will be released automatically when a commit/rollback operation performed or any one of this processes being killed externally.","What is a deadlock?Two processes wating to update the rows of a table which are locked by the other process then deadlock arises. In a database environment this will often happen because of not issuing proper row lock commands. Poor design of front-end application may cause this situation and the performance of server will reduce drastically.
These locks will be released automatically when a commit/rollback operation performed or any one of this processes being killed externally.",deadlock ? two process wating update row table locked process deadlock arises . database environment often happen issuing proper row lock command . poor design front-end application may cause situation performance server reduce drastically . lock released automatically commit/rollback operation performed one process killed externally .,
332,What is a schema?,The set of objects owned by user account is called the schema.,What is a schema?The set of objects owned by user account is called the schema.,schema ? set object owned user account called schema .,
333,What is a cluster key?,The related columns of the tables are called the cluster key. The cluster key is indexed using a cluster index and its value is stored only once for multiple tables in the cluster.,What is a cluster key?The related columns of the tables are called the cluster key. The cluster key is indexed using a cluster index and its value is stored only once for multiple tables in the cluster.,cluster key ? related column table called cluster key . cluster key indexed using cluster index value stored multiple table cluster .,
334,What is parallel server?,Multiple instances accessing the same database (Only In Multi-CPU environments).,What is parallel server?Multiple instances accessing the same database (Only In Multi-CPU environments).,parallel server ? multiple instance accessing databaseonly multi-cpu environment ) .,
335,What is cluster?,Group of tables physically stored together because they share common columns and are often used together is called Cluster.,What is cluster?Group of tables physically stored together because they share common columns and are often used together is called Cluster.,cluster ? group table physically stored together share common column often used together called cluster .,
336,What is an index and how it is implemented in oracle database?,An index is a database structure used by the server to have direct access of a row in a table. An index is automatically created when a unique of primary key constraint clause is specified in create table comman (Ver 7.0),What is an index and how it is implemented in oracle database?An index is a database structure used by the server to have direct access of a row in a table. An index is automatically created when a unique of primary key constraint clause is specified in create table comman (Ver 7.0),index implemented oracle database ? index database structure used server direct access row table . index automatically created unique primary key constraint clause specified create table commanver ),
337,What is a database instance?,A database instance (Server) is a set of memory structure and background processes that access a set of database files.The process can be shared by all users. The memory structure that are used to store most queried data from database. This helps up to improve database performance by decreasing the amount of I/O performed against data file.,What is a database instance?A database instance (Server) is a set of memory structure and background processes that access a set of database files.The process can be shared by all users. The memory structure that are used to store most queried data from database. This helps up to improve database performance by decreasing the amount of I/O performed against data file.,database instance ? database instanceserver ) set memory structure background process access set database files.the process shared user . memory structure used store queried data database . help improve database performance decreasing amount i/o performed data file .,
338,What is the use of analyze command?,"To perform one of these function on an index,table, or cluster:
+ To collect statistics about object used by the optimizer and store them in the data dictionary.
+ To delete statistics about the object used by object from the data dictionary.
+ To validate the structure of the object.
+ To identify migrated and chained rows of the table or cluster.","What is the use of analyze command?To perform one of these function on an index,table, or cluster:
+ To collect statistics about object used by the optimizer and store them in the data dictionary.
+ To delete statistics about the object used by object from the data dictionary.
+ To validate the structure of the object.
+ To identify migrated and chained rows of the table or cluster.","use analyze command ? perform one function index , table , cluster : + collect statistic object used optimizer store data dictionary . + delete statistic object used object data dictionary . + validate structure object . + identify migrated chained row table cluster .",
339,What is default tablespace?,The Tablespace to contain schema objects created without specifying a tablespace name.,What is default tablespace?The Tablespace to contain schema objects created without specifying a tablespace name.,default tablespace ? tablespace contain schema object created without specifying tablespace name .,
340,What are the system resources that can be controlled through profile?,"The number of concurrent sessions the user can establish the CPU processing time available to the user""s session.
The CPU processing time available to a single call to ORACLE made by a SQL statement.
The amount of logical I/O available to the user""s session.
The amout of logical I/O available to a single call to ORACLE made by a SQL statement.
The allowed amount of idle time for the user""s session.
The allowed amount of connect time for the user""s session.","What are the system resources that can be controlled through profile?The number of concurrent sessions the user can establish the CPU processing time available to the user""s session.
The CPU processing time available to a single call to ORACLE made by a SQL statement.
The amount of logical I/O available to the user""s session.
The amout of logical I/O available to a single call to ORACLE made by a SQL statement.
The allowed amount of idle time for the user""s session.
The allowed amount of connect time for the user""s session.",system resource controlled profile ? number concurrent session user establish cpu processing time available user '' session . cpu processing time available single call oracle made sql statement . amount logical i/o available user '' session . amout logical i/o available single call oracle made sql statement . allowed amount idle time user '' session . allowed amount connect time user '' session .,
341,What is tablespace quota?,The collective amount of disk space available to the objects in a schema on a particular tablespace.,What is tablespace quota?The collective amount of disk space available to the objects in a schema on a particular tablespace.,tablespace quota ? collective amount disk space available object schema particular tablespace .,
342,What are the different levels of auditing?,"Statement Auditing, Privilege Auditing and Object Auditing.","What are the different levels of auditing?Statement Auditing, Privilege Auditing and Object Auditing.","different level auditing ? statement auditing , privilege auditing object auditing .",
343,What is statement auditing?,Statement auditing is the auditing of the powerful system privileges without regard to specifically named objects.,What is statement auditing?Statement auditing is the auditing of the powerful system privileges without regard to specifically named objects.,statement auditing ? statement auditing auditing powerful system privilege without regard specifically named object .,
344,What are the database administrators utilities available?,"+ SQL * DBA - This allows DBA to monitor and control an ORACLE database.
+ SQL * Loader - It loads data from standard operating system files (Flat files) into ORACLE database tables. Export (EXP) and Import (imp) utilities allow you to move existing data in ORACLE format to and from ORACLE database.","What are the database administrators utilities available?+ SQL * DBA - This allows DBA to monitor and control an ORACLE database.
+ SQL * Loader - It loads data from standard operating system files (Flat files) into ORACLE database tables. Export (EXP) and Import (imp) utilities allow you to move existing data in ORACLE format to and from ORACLE database.",database administrator utility available ? + sql dba allows dba monitor control oracle database . + sql loader load data standard operating system filesflat file ) oracle database table . exportexp ) importimp ) utility allow move existing data oracle format oracle database .,
345,How can you enable automatic archiving?,"Shut the database
Backup the database
Modify/Include LOG_ARCHIVE_START_TRUE in init.ora file.
Start up the database.","How can you enable automatic archiving?Shut the database
Backup the database
Modify/Include LOG_ARCHIVE_START_TRUE in init.ora file.
Start up the database.",enable automatic archiving ? shut database backup database modify/include log_archive_start_true init.ora file . start database .,
346,What are roles and how can we implement roles?,Roles are the easiest way to grant and manage common privileges needed by different groups of database users. Creating roles and assigning provides to roles. Assign each role to group of users. This will simplify the job of assigning privileges to individual users.,What are roles and how can we implement roles?Roles are the easiest way to grant and manage common privileges needed by different groups of database users. Creating roles and assigning provides to roles. Assign each role to group of users. This will simplify the job of assigning privileges to individual users.,role implement role ? role easiest way grant manage common privilege needed different group database user . creating role assigning provides role . assign role group user . simplify job assigning privilege individual user .,
347,What are roles?,Roles are named groups of related privileges that are granted to users or other roles.,What are roles?Roles are named groups of related privileges that are granted to users or other roles.,role ? role named group related privilege granted user role .,
348,What are the uses of roles?,"+ REDUCED GRANTING OF PRIVILEGES - Rather than explicitly granting the same set of privileges to many users a database administrator can grant the privileges for a group of related user""s granted to a role and then grant only the role to each member of the group.
+ DYNAMIC PRIVILEGE MANAGEMENT - When the privileges of a group must change, only the privileges of the role need to be modified. The security domains of all users granted the group""s role automatically reflect the changes made to the role.
+ SELECTIVE AVAILABILITY OF PRIVILEGES - The roles granted to a user can be selectively enable (available for use) or disabled (not available for use). This allows specific control of a user""s privileges in any given situation.
+ APPLICATION AWARENESS - A database application can be designed to automatically enable and disable selective roles when a user attempts to use the application.","What are the uses of roles?+ REDUCED GRANTING OF PRIVILEGES - Rather than explicitly granting the same set of privileges to many users a database administrator can grant the privileges for a group of related user""s granted to a role and then grant only the role to each member of the group.
+ DYNAMIC PRIVILEGE MANAGEMENT - When the privileges of a group must change, only the privileges of the role need to be modified. The security domains of all users granted the group""s role automatically reflect the changes made to the role.
+ SELECTIVE AVAILABILITY OF PRIVILEGES - The roles granted to a user can be selectively enable (available for use) or disabled (not available for use). This allows specific control of a user""s privileges in any given situation.
+ APPLICATION AWARENESS - A database application can be designed to automatically enable and disable selective roles when a user attempts to use the application.","us role ? + reduced granting privilege rather explicitly granting set privilege many user database administrator grant privilege group related user '' granted role grant role member group . + dynamic privilege management privilege group must change , privilege role need modified . security domain user granted group '' role automatically reflect change made role . + selective availability privilege role granted user selectively enableavailable use ) disablednot available use ) . allows specific control user '' privilege given situation . + application awareness database application designed automatically enable disable selective role user attempt use application .",
349,What is privilege auditing?,Privilege auditing is the auditing of the use of powerful system privileges without regard to specifically named objects.,What is privilege auditing?Privilege auditing is the auditing of the use of powerful system privileges without regard to specifically named objects.,privilege auditing ? privilege auditing auditing use powerful system privilege without regard specifically named object .,
350,What is object auditing?,Object auditing is the auditing of accesses to specific schema objects without regard to user.,What is object auditing?Object auditing is the auditing of accesses to specific schema objects without regard to user.,object auditing ? object auditing auditing access specific schema object without regard user .,
351,What is auditing?,Monitoring of user access to aid in the investigation of database use.,What is auditing?Monitoring of user access to aid in the investigation of database use.,auditing ? monitoring user access aid investigation database use .,
352,Where are my tempfiles?,"Tempfiles, unlike normal datafiles, are not listed in v$datafile or dba_data_files. Instead query v$tempfile or dba_temp_files:
SELECT * FROM v$tempfile;
SELECT * FROM dba_temp_files;","Where are my tempfiles?Tempfiles, unlike normal datafiles, are not listed in v$datafile or dba_data_files. Instead query v$tempfile or dba_temp_files:
SELECT * FROM v$tempfile;
SELECT * FROM dba_temp_files;","tempfiles ? tempfiles , unlike normal datafiles , listed v $ datafile dba_data_files . instead query v $ tempfile dba_temp_files : select v $ tempfile ; select dba_temp_files ;",
353,How do I find used or free space in a temporary tablespace?,"Unlike normal tablespaces, true temporary tablespace information is not listed in DBA_FREE_SPACE. Instead use the V$TEMP_SPACE_HEADER view:
SELECT tablespace_name, SUM (bytes used), SUM (bytes free)
FROM V$temp_space_header
GROUP BY tablespace_name;","How do I find used or free space in a temporary tablespace?Unlike normal tablespaces, true temporary tablespace information is not listed in DBA_FREE_SPACE. Instead use the V$TEMP_SPACE_HEADER view:
SELECT tablespace_name, SUM (bytes used), SUM (bytes free)
FROM V$temp_space_header
GROUP BY tablespace_name;","find used free space temporary tablespace ? unlike normal tablespaces , true temporary tablespace information listed dba_free_space . instead use v $ temp_space_header view : select tablespace_name , sumbytes used ) , sumbytes free ) v $ temp_space_header group tablespace_name ;",
354,What is a profile?,Each database user is assigned a Profile that specifies limitations on various system resources available to the user.,What is a profile?Each database user is assigned a Profile that specifies limitations on various system resources available to the user.,profile ? database user assigned profile specifies limitation various system resource available user .,
355,How will you enforce security using stored procedures?,"Don""t grant user access directly to tables within the application. Instead grant the ability to access the procedures that access the tables. When procedure executed it will execute the privilege of procedures owner. Users cannot access tables except via the procedure.","How will you enforce security using stored procedures?Don""t grant user access directly to tables within the application. Instead grant the ability to access the procedures that access the tables. When procedure executed it will execute the privilege of procedures owner. Users cannot access tables except via the procedure.",enforce security using stored procedure ? '' grant user access directly table within application . instead grant ability access procedure access table . procedure executed execute privilege procedure owner . user access table except via procedure .,
356,How does one get the view definition of fixed views or tables?,"Query v$fixed_view_definition.
Example: SELECT * FROM v$fixed_view_definition WHERE view_name=""V$SESSION"";","How does one get the view definition of fixed views or tables?Query v$fixed_view_definition.
Example: SELECT * FROM v$fixed_view_definition WHERE view_name=""V$SESSION"";",one get view definition fixed view table ? query v $ fixed_view_definition . example : select v $ fixed_view_definition view_name= '' v $ session '' ;,
357,What are the dictionary tables used to monitor a database spaces?,"+ DBA_FREE_SPACE
+ DBA_SEGMENTS
+ DBA_DATA_FILES.","What are the dictionary tables used to monitor a database spaces?+ DBA_FREE_SPACE
+ DBA_SEGMENTS
+ DBA_DATA_FILES.",dictionary table used monitor database space ? + dba_free_space + dba_segments + dba_data_files .,
358,What is user account in oracle database?,A user account is not a physical structure in Database but it is having important relationship to the objects in the database and will be having certain privileges.,What is user account in oracle database?A user account is not a physical structure in Database but it is having important relationship to the objects in the database and will be having certain privileges.,user account oracle database ? user account physical structure database important relationship object database certain privilege .,
359,What is dynamic data replication?,Updating or Inserting records in remote database through database triggers. It may fail if remote database is having any problem.,What is dynamic data replication?Updating or Inserting records in remote database through database triggers. It may fail if remote database is having any problem.,dynamic data replication ? updating inserting record remote database database trigger . may fail remote database problem .,
360,What is two phase commit?,"Two-phase commit is mechanism that guarantees a distributed transaction either commits on all involved nodes or rolls back on all involved nodes to maintain data consistency across the global distributed database. It has two phase, a Prepare Phase and a Commit Phase.","What is two phase commit?Two-phase commit is mechanism that guarantees a distributed transaction either commits on all involved nodes or rolls back on all involved nodes to maintain data consistency across the global distributed database. It has two phase, a Prepare Phase and a Commit Phase.","two phase commit ? two-phase commit mechanism guarantee distributed transaction either commits involved node roll back involved node maintain data consistency across global distributed database . two phase , prepare phase commit phase .",
361,How can you enforce referential integrity in snapshots?,Time the references to occur when master tables are not in use. Peform the reference manually immediately locking the master tables. We can join tables in snapshots by creating a complex snapshots that will be based on the master tables.,How can you enforce referential integrity in snapshots?Time the references to occur when master tables are not in use. Peform the reference manually immediately locking the master tables. We can join tables in snapshots by creating a complex snapshots that will be based on the master tables.,enforce referential integrity snapshot ? time reference occur master table use . peform reference manually immediately locking master table . join table snapshot creating complex snapshot based master table .,
362,What is a snapshot?,Snapshots are read-only copies of a master table located on a remote node which is periodically refreshed to reflect changes made to the master table.,What is a snapshot?Snapshots are read-only copies of a master table located on a remote node which is periodically refreshed to reflect changes made to the master table.,snapshot ? snapshot read-only copy master table located remote node periodically refreshed reflect change made master table .,
363,What is the mechanism provided by oracle for table replication?,Snapshots and SNAPSHOT LOGs.,What is the mechanism provided by oracle for table replication?Snapshots and SNAPSHOT LOGs.,mechanism provided oracle table replication ? snapshot snapshot log .,
364,What are the various type of snapshots?,Simple and Complex.,What are the various type of snapshots?Simple and Complex.,various type snapshot ? simple complex .,
365,Describe two phases of two phase commit?,"+ Prepare phase - The global coordinator (initiating node) ask a participants to prepare (to promise to commit or rollback the transaction, even if there is a failure.
+ Commit Phase - If all participants respond to the coordinator that they are prepared, the coordinator asks all nodes to commit the transaction, if all participants cannot prepare, the coordinator asks all nodes to roll back the transaction.","Describe two phases of two phase commit?+ Prepare phase - The global coordinator (initiating node) ask a participants to prepare (to promise to commit or rollback the transaction, even if there is a failure.
+ Commit Phase - If all participants respond to the coordinator that they are prepared, the coordinator asks all nodes to commit the transaction, if all participants cannot prepare, the coordinator asks all nodes to roll back the transaction.","describe two phase two phase commit ? + prepare phase global coordinatorinitiating node ) ask participant prepareto promise commit rollback transaction , even failure . + commit phase participant respond coordinator prepared , coordinator asks node commit transaction , participant prepare , coordinator asks node roll back transaction .",
366,What is snapshot log?,It is a table that maintains a record of modifications to the master table in a snapshot. It is stored in the same database as master table and is only available for simple snapshots. It should be created before creating snapshots.,What is snapshot log?It is a table that maintains a record of modifications to the master table in a snapshot. It is stored in the same database as master table and is only available for simple snapshots. It should be created before creating snapshots.,snapshot log ? table maintains record modification master table snapshot . stored database master table available simple snapshot . created creating snapshot .,
367,What are the benefits of distributed options in databases?,"Database on other servers can be updated and those transactions can be grouped together with others in a logical unit.
Database uses a two phase commit.","What are the benefits of distributed options in databases?Database on other servers can be updated and those transactions can be grouped together with others in a logical unit.
Database uses a two phase commit.",benefit distributed option database ? database server updated transaction grouped together others logical unit . database us two phase commit .,
368,What are the options available to refresh snapshots?,"+ COMPLETE - Tables are completely regenerated using the snapshots query and the master tables every time the snapshot referenced.
+ FAST - If simple snapshot used then a snapshot log can be used to send the changes to the snapshot tables.
+ FORCE - Default value. If possible it performs a FAST refresh; Otherwise it will perform a complete refresh.","What are the options available to refresh snapshots?+ COMPLETE - Tables are completely regenerated using the snapshots query and the master tables every time the snapshot referenced.
+ FAST - If simple snapshot used then a snapshot log can be used to send the changes to the snapshot tables.
+ FORCE - Default value. If possible it performs a FAST refresh; Otherwise it will perform a complete refresh.",option available refresh snapshot ? + complete table completely regenerated using snapshot query master table every time snapshot referenced . + fast simple snapshot used snapshot log used send change snapshot table . + force default value . possible performs fast refresh ; otherwise perform complete refresh .,
369,What is a snapshot log?,A snapshot log is a table in the master database that is associated with the master table. ORACLE uses a snapshot log to track the rows that have been updated in the master table. Snapshot logs are used in updating the snapshots based on the master table.,What is a snapshot log?A snapshot log is a table in the master database that is associated with the master table. ORACLE uses a snapshot log to track the rows that have been updated in the master table. Snapshot logs are used in updating the snapshots based on the master table.,snapshot log ? snapshot log table master database associated master table . oracle us snapshot log track row updated master table . snapshot log used updating snapshot based master table .,
370,What is distributed database?,A distributed database is a network of databases managed by multiple database servers that appears to a user as single logical database. The data of all databases in the distributed database can be simultaneously accessed and modified.,What is distributed database?A distributed database is a network of databases managed by multiple database servers that appears to a user as single logical database. The data of all databases in the distributed database can be simultaneously accessed and modified.,distributed database ? distributed database network database managed multiple database server appears user single logical database . data database distributed database simultaneously accessed modified .,
371,How can we reduce the network traffic?,"+ Replication of data in distributed environment.
+ Using snapshots to replicate data.
+ Using remote procedure calls.","How can we reduce the network traffic?+ Replication of data in distributed environment.
+ Using snapshots to replicate data.
+ Using remote procedure calls.",reduce network traffic ? + replication data distributed environment . + using snapshot replicate data . + using remote procedure call .,
372,Differentiate simple and complex and snapshots?,"+ A simple snapshot is based on a query that does not contains GROUP BY clauses, CONNECT BY clauses, JOINs, sub-query or snashot of operations.
+ A complex snapshots contain atleast any one of the above.","Differentiate simple and complex and snapshots?+ A simple snapshot is based on a query that does not contains GROUP BY clauses, CONNECT BY clauses, JOINs, sub-query or snashot of operations.
+ A complex snapshots contain atleast any one of the above.","differentiate simple complex snapshot ? + simple snapshot based query contains group clause , connect clause , join , sub-query snashot operation . + complex snapshot contain atleast one .",
373,What are the built-ins used for sending parameters to forms?,"You can pass parameter values to a form when an application executes the call_form, New_form, Open_form or Run_product.



Can You Have More Than One Content Canvas View Attached With A Window?
Yes. Each window you create must have atleast one content canvas view assigned to it. You can also create a window that has manipulated content canvas view. At run time only one of the content canvas views assign to a window is displayed at a time.","What are the built-ins used for sending parameters to forms?You can pass parameter values to a form when an application executes the call_form, New_form, Open_form or Run_product.



Can You Have More Than One Content Canvas View Attached With A Window?
Yes. Each window you create must have atleast one content canvas view assigned to it. You can also create a window that has manipulated content canvas view. At run time only one of the content canvas views assign to a window is displayed at a time.","built-ins used sending parameter form ? pas parameter value form application executes call_form , new_form , open_form run_product . one content canvas view attached window ? yes . window create must atleast one content canvas view assigned . also create window manipulated content canvas view . run time one content canvas view assign window displayed time .",
374,Is the after report trigger fired if the report execution fails?,Yes.,Is the after report trigger fired if the report execution fails?Yes.,report trigger fired report execution fails ? yes .,
375,Does a before form trigger fire when the parameter form is suppressed?,Yes.,Does a before form trigger fire when the parameter form is suppressed?Yes.,form trigger fire parameter form suppressed ? yes .,
376,What is sga?,"The System Global Area in an Oracle database is the area in memory to facilitate the transfer of information between users. It holds the most recently requested structural information between users. It holds the most recently requested structural information about the database. The structure is database buffers, dictionary cache, redo log buffer and shared pool area.","What is sga?The System Global Area in an Oracle database is the area in memory to facilitate the transfer of information between users. It holds the most recently requested structural information between users. It holds the most recently requested structural information about the database. The structure is database buffers, dictionary cache, redo log buffer and shared pool area.","sga ? system global area oracle database area memory facilitate transfer information user . hold recently requested structural information user . hold recently requested structural information database . structure database buffer , dictionary cache , redo log buffer shared pool area .",
377,What is a shared pool?,The data dictionary cache is stored in an area in SGA called the shared pool. This will allow sharing of parsed SQL statements among concurrent users.,What is a shared pool?The data dictionary cache is stored in an area in SGA called the shared pool. This will allow sharing of parsed SQL statements among concurrent users.,shared pool ? data dictionary cache stored area sga called shared pool . allow sharing parsed sql statement among concurrent user .,
378,What is mean by program global area?,It is area in memory that is used by a single Oracle user process.,What is mean by program global area?It is area in memory that is used by a single Oracle user process.,mean program global area ? area memory used single oracle user process .,
379,What is a data segment?,Data segment are the physical areas within a database block in which the data associated with tables and clusters are stored.,What is a data segment?Data segment are the physical areas within a database block in which the data associated with tables and clusters are stored.,data segment ? data segment physical area within database block data associated table cluster stored .,
380,What are the factors causing the reparsing of sql statements in sga?,"Due to insufficient shared pool size.
Monitor the ratio of the reloads takes place while executing SQL statements. If the ratio is greater than 1 then increase the SHARED_POOL_SIZE.","What are the factors causing the reparsing of sql statements in sga?Due to insufficient shared pool size.
Monitor the ratio of the reloads takes place while executing SQL statements. If the ratio is greater than 1 then increase the SHARED_POOL_SIZE.",factor causing reparsing sql statement sga ? due insufficient shared pool size . monitor ratio reloads take place executing sql statement . ratio greater increase shared_pool_size .,
381,Does a view contain data?,Views do not contain or store data.,Does a view contain data?Views do not contain or store data.,view contain data ? view contain store data .,
382,What is trigger associated with the timer?,When-timer-expired.,What is trigger associated with the timer?When-timer-expired.,trigger associated timer ? when-timer-expired .,
383,What are the triggers associated with image items?,"When-image-activated fires, when the operators double clicks on an image item, when-image-pressed fires, when an operator clicks or double clicks on an image item.","What are the triggers associated with image items?When-image-activated fires, when the operators double clicks on an image item, when-image-pressed fires, when an operator clicks or double clicks on an image item.","trigger associated image item ? when-image-activated fire , operator double click image item , when-image-pressed fire , operator click double click image item .",
384,What are the different windows events activated at runtimes?,"+ When_window_activated
+ When_window_closed
+ When_window_deactivated
+ When_window_resized

Within this triggers, you can examine the built in system variable system. event_window to determine the name of the window for which the trigger fired.","What are the different windows events activated at runtimes?+ When_window_activated
+ When_window_closed
+ When_window_deactivated
+ When_window_resized

Within this triggers, you can examine the built in system variable system. event_window to determine the name of the window for which the trigger fired.","different window event activated runtimes ? + when_window_activated + when_window_closed + when_window_deactivated + when_window_resized within trigger , examine built system variable system . event_window determine name window trigger fired .",
385,When do you use data parameter type?,When the value of a data parameter being passed to a called product is always the name of the record group defined in the current form. Data parameters are used to pass data to produts invoked with the run_product built-in subprogram.,When do you use data parameter type?When the value of a data parameter being passed to a called product is always the name of the record group defined in the current form. Data parameters are used to pass data to produts invoked with the run_product built-in subprogram.,use data parameter type ? value data parameter passed called product always name record group defined current form . data parameter used pas data produts invoked run_product built-in subprogram .,
